"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2005",1.85,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2006",1.88,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2007",1.99,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2008",2.02,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2009",1.97,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2010",1.95,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2011",1.92,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2012",1.93,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2013",1.88,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2014",1.79,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2015",1.79,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2016",1.79,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2017",1.74,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2018",1.74,
"AUS","FERTILITY","TOT","CHD_WOMAN","A","2019",1.66,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1960",2.69,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1961",2.78,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1962",2.8,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1963",2.82,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1964",2.79,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1965",2.7,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1966",2.66,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1967",2.62,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1968",2.58,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1969",2.49,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1970",2.29,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1971",2.2,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1972",2.08,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1973",1.94,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1974",1.91,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1975",1.83,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1976",1.69,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1977",1.63,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1978",1.6,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1979",1.6,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1980",1.65,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1981",1.67,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1982",1.66,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1983",1.56,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1984",1.52,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1985",1.47,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1986",1.45,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1987",1.43,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1988",1.45,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1989",1.45,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1990",1.46,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1991",1.51,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1992",1.51,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1993",1.5,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1994",1.47,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1995",1.42,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1996",1.45,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1997",1.39,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1998",1.37,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","1999",1.34,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2000",1.36,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2001",1.33,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2002",1.39,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2003",1.38,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2004",1.42,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2005",1.41,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2006",1.41,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2007",1.39,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2008",1.42,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2009",1.4,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2010",1.44,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2011",1.43,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2012",1.44,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2013",1.44,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2014",1.46,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2015",1.49,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2016",1.53,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2017",1.52,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2018",1.48,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2019",1.46,
"AUT","FERTILITY","TOT","CHD_WOMAN","A","2020",1.44,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1960",2.54,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1961",2.63,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1962",2.59,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1963",2.68,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1964",2.72,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1965",2.62,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1966",2.52,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1967",2.41,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1968",2.31,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1969",2.28,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1970",2.25,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1971",2.21,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1972",2.09,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1973",1.95,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1974",1.83,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1975",1.74,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1976",1.73,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1977",1.71,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1978",1.69,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1979",1.69,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1980",1.68,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1981",1.67,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1982",1.61,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1983",1.56,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1984",1.54,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1985",1.51,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1986",1.54,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1987",1.54,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1988",1.57,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1989",1.58,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1990",1.62,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1991",1.65,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1992",1.64,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1993",1.6,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1994",1.55,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1995",1.55,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1996",1.58,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1997",1.59,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1998",1.57,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","1999",1.59,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2000",1.64,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2001",1.64,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2002",1.62,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2003",1.64,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2004",1.7,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2005",1.74,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2006",1.78,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2007",1.8,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2008",1.86,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2009",1.83,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2010",1.84,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2011",1.81,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2012",1.79,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.74,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.73,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.69,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.67,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.64,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.61,
"BEL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.57,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1960",3.9,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1961",3.84,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1962",3.76,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1963",3.67,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1964",3.5,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1965",3.15,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1966",2.81,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1967",2.6,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1968",2.45,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1969",2.4,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1970",2.33,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1971",2.19,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1972",2.02,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1973",1.93,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1974",1.82,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1975",1.8,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1976",1.76,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1977",1.75,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1978",1.7,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1979",1.7,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1980",1.68,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1981",1.65,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1982",1.64,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1983",1.63,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1984",1.63,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1985",1.61,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1986",1.59,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1987",1.58,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1988",1.6,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1989",1.66,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1990",1.71,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1991",1.7,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1992",1.69,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1993",1.66,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1994",1.62,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1995",1.62,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1996",1.62,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1997",1.58,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1998",1.54,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","1999",1.51,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2000",1.49,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2001",1.51,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2002",1.5,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2003",1.53,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2004",1.53,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2005",1.54,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2006",1.59,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2007",1.66,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2008",1.68,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2009",1.67,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2010",1.63,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.61,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.61,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.59,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.58,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.56,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.54,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.5,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.5,
"CAN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.47,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1960",2.11,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1961",2.13,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1962",2.14,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1963",2.33,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1964",2.36,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1965",2.18,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1966",2.01,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1967",1.9,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1968",1.83,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1969",1.86,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1970",1.91,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1971",1.98,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1972",2.07,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1973",2.29,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1974",2.43,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1975",2.4,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1976",2.36,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1977",2.32,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1978",2.32,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1979",2.29,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1980",2.1,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1981",2.02,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1982",2.01,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1983",1.96,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1984",1.97,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1985",1.96,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1986",1.94,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1987",1.91,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1988",1.94,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1989",1.87,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1990",1.89,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1991",1.86,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1992",1.72,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1993",1.67,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1994",1.44,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1995",1.28,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1996",1.19,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1997",1.17,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1998",1.16,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","1999",1.13,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2000",1.14,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2001",1.15,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2002",1.17,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2003",1.18,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2004",1.23,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2005",1.28,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2006",1.33,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2007",1.44,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2008",1.5,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2009",1.49,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2010",1.49,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2011",1.43,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2012",1.45,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2013",1.46,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2014",1.53,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2015",1.57,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2016",1.63,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2017",1.69,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2018",1.71,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2019",1.71,
"CZE","FERTILITY","TOT","CHD_WOMAN","A","2020",1.71,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1960",2.54,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1961",2.55,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1962",2.54,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1963",2.64,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1964",2.6,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1965",2.61,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1966",2.62,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1967",2.35,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1968",2.12,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1969",2,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1970",1.95,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1971",2.04,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1972",2.03,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1973",1.92,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1974",1.9,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1975",1.92,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1976",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1977",1.66,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1978",1.67,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1979",1.6,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1980",1.55,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1981",1.44,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1982",1.43,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1983",1.38,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1984",1.4,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1985",1.45,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1986",1.48,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1987",1.5,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1988",1.56,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1989",1.62,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1990",1.67,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1991",1.68,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1992",1.76,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1993",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1994",1.81,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1995",1.81,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1996",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1997",1.76,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1998",1.73,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","1999",1.74,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2000",1.77,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2001",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2002",1.72,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2003",1.76,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2004",1.79,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2005",1.8,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2006",1.85,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2007",1.84,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2008",1.89,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2009",1.84,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2010",1.87,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2011",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2012",1.73,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2013",1.67,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2014",1.69,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2015",1.71,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2016",1.79,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2017",1.75,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2018",1.73,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2019",1.7,
"DNK","FERTILITY","TOT","CHD_WOMAN","A","2020",1.67,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1960",2.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1961",2.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1962",2.66,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1963",2.66,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1964",2.58,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1965",2.46,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1966",2.4,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1967",2.32,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1968",2.15,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1969",1.94,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1970",1.83,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1971",1.7,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1972",1.59,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1973",1.5,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1974",1.62,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1975",1.69,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1976",1.72,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1977",1.69,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1978",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1979",1.64,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1980",1.63,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1981",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1982",1.72,
